from_stop,to_stop,time,passenger_count,fare
Dilsukhnagar,LB Nagar,2026-02-08 12:51:01,46,102
Warangal,Hitech City,2026-01-13 12:43:01,49,101
Ameerpet,Karimnagar,2025-12-26 11:40:01,40,92
Warangal,JBS Secunderabad,2026-01-17 17:54:01,38,82
Ameerpet,Mahabubnagar,2026-01-02 03:45:01,45,100
Karimnagar,LB Nagar,2026-01-13 23:32:01,44,104
Dilsukhnagar,LB Nagar,2026-01-02 20:09:01,34,97
Warangal,Nalgonda,2026-01-16 08:40:01,40,93
Siddipet,Khammam,2026-01-11 00:44:01,44,80
Nalgonda,Khammam,2026-01-04 09:42:01,45,78
Uppal,Siddipet,2026-01-06 07:11:01,36,79
Ameerpet,Mehdipatnam,2026-01-06 01:38:01,44,78
Kukatpally,Karimnagar,2026-01-09 21:34:01,38,104
Suryapet,Medak,2026-01-29 16:17:01,38,86
Medak,Mahabubnagar,2026-01-10 21:48:01,35,94
Nalgonda,Karimnagar,2026-01-11 00:33:01,42,75
Uppal,Karimnagar,2026-01-02 04:02:01,50,91
Ameerpet,Khammam,2026-02-07 04:47:01,47,94
Suryapet,Adilabad,2026-01-27 18:35:01,41,105
Warangal,Dilsukhnagar,2026-01-08 05:48:01,45,102
Gachibowli,Nalgonda,2026-01-03 17:57:01,40,97
Karimnagar,Suryapet,2026-01-10 00:59:01,43,103
Hyderabad MGBS,Suryapet,2026-02-08 00:04:01,34,101
Gachibowli,Mehdipatnam,2026-01-21 19:07:01,42,83
Khammam,Suryapet,2026-01-28 03:20:01,34,77
Karimnagar,Ameerpet,2026-01-24 02:19:01,50,102
Suryapet,Uppal,2026-01-18 06:35:01,41,83
Ameerpet,Hyderabad MGBS,2026-01-11 05:48:01,42,75
Mehdipatnam,Nizamabad,2026-01-19 00:04:01,37,79
Nalgonda,Mahabubnagar,2025-12-25 19:07:01,40,77
Hyderabad MGBS,Uppal,2026-01-11 13:20:01,49,86
Uppal,Suryapet,2026-02-08 22:46:01,41,97
Khammam,Nalgonda,2026-01-07 10:56:01,42,79
JBS Secunderabad,Uppal,2026-02-03 11:58:01,50,88
LB Nagar,Kukatpally,2026-01-11 23:39:01,35,85
LB Nagar,JBS Secunderabad,2026-01-23 12:51:01,39,97
Khammam,Uppal,2026-01-13 13:06:01,37,100
Kukatpally,LB Nagar,2026-01-22 19:39:01,42,80
Ameerpet,Hitech City,2026-01-29 20:35:01,42,96
Hyderabad MGBS,Mahabubnagar,2025-12-30 22:18:01,36,98
Mahabubnagar,Hitech City,2026-01-27 10:37:01,35,79
Mehdipatnam,Medak,2026-02-01 07:07:01,48,85
LB Nagar,Warangal,2026-01-04 04:32:01,49,95
Medak,Nalgonda,2026-02-07 16:52:01,45,96
Warangal,Siddipet,2026-02-07 21:31:01,38,91
JBS Secunderabad,Hyderabad MGBS,2026-01-29 21:28:01,38,94
Adilabad,Medak,2026-01-28 10:59:01,39,102
Mehdipatnam,Hitech City,2025-12-25 12:45:01,43,92
Dilsukhnagar,LB Nagar,2025-12-25 19:24:01,46,103
Adilabad,Mahabubnagar,2026-01-12 05:38:01,36,102
JBS Secunderabad,Nizamabad,2026-02-08 05:25:01,34,100
Dilsukhnagar,Hyderabad MGBS,2026-01-07 02:33:01,47,96
JBS Secunderabad,Warangal,2026-02-06 04:59:01,48,101
Dilsukhnagar,Suryapet,2026-01-02 12:32:01,47,97
Gachibowli,Karimnagar,2026-02-01 05:30:01,40,76
Nizamabad,Warangal,2026-02-11 02:58:01,47,89
Mehdipatnam,Ameerpet,2026-01-19 02:46:01,50,77
Ameerpet,Nalgonda,2025-12-30 19:35:01,37,104
Siddipet,Hyderabad MGBS,2026-02-08 02:48:01,46,103
Nalgonda,LB Nagar,2026-02-10 07:46:01,41,87
Kukatpally,Khammam,2026-02-08 23:53:01,41,95
Suryapet,Nizamabad,2025-12-25 11:03:01,46,81
Uppal,Mehdipatnam,2025-12-27 20:30:01,43,82
Hitech City,Siddipet,2026-01-18 21:10:01,44,93
Gachibowli,Nalgonda,2026-02-06 15:00:01,34,96
Dilsukhnagar,Warangal,2026-01-25 07:56:01,44,80
Karimnagar,Adilabad,2026-02-02 19:24:01,40,80
Kukatpally,Mehdipatnam,2025-12-26 02:55:01,41,94
Khammam,Suryapet,2026-01-15 22:18:01,39,102
Khammam,Gachibowli,2026-01-20 09:44:01,48,97
Dilsukhnagar,Uppal,2026-01-24 21:31:01,35,96
Uppal,Karimnagar,2026-01-23 05:13:01,34,100
Gachibowli,Siddipet,2026-01-15 09:45:01,42,90
Mehdipatnam,Medak,2026-01-02 11:28:01,47,85
Karimnagar,Hitech City,2026-01-01 16:38:01,48,89
Hitech City,Hyderabad MGBS,2026-01-20 18:54:01,35,103
Mahabubnagar,Ameerpet,2026-01-07 11:23:01,38,98
Uppal,Gachibowli,2026-02-04 03:47:01,41,104
Nizamabad,Mehdipatnam,2026-01-14 19:58:01,42,99
Warangal,Hyderabad MGBS,2026-01-12 01:53:01,48,92
Hyderabad MGBS,Gachibowli,2026-01-19 19:20:01,41,100
Ameerpet,Kukatpally,2026-01-02 06:19:01,41,103
Siddipet,Dilsukhnagar,2026-01-21 15:51:01,42,100
Mehdipatnam,LB Nagar,2026-01-11 22:48:01,37,84
JBS Secunderabad,Hyderabad MGBS,2026-01-20 08:20:01,44,94
Adilabad,Khammam,2026-01-09 00:02:01,46,96
Mahabubnagar,Hyderabad MGBS,2026-01-17 17:53:01,38,82
Mahabubnagar,Hyderabad MGBS,2026-02-06 14:03:01,35,92
Dilsukhnagar,Nizamabad,2026-01-05 01:14:01,39,94
Uppal,Hitech City,2026-01-03 10:40:01,48,90
Uppal,Khammam,2026-01-03 16:06:01,49,78
Mehdipatnam,Adilabad,2026-02-03 13:08:01,44,97
Nizamabad,Warangal,2026-02-01 10:58:01,43,77
Nalgonda,Kukatpally,2026-01-05 23:01:01,50,76
Mahabubnagar,Kukatpally,2026-01-04 03:24:01,46,75
Mahabubnagar,Nalgonda,2026-01-08 18:32:01,41,90
Ameerpet,Uppal,2025-12-28 11:12:01,36,91
Mehdipatnam,Hyderabad MGBS,2026-01-31 02:13:01,45,89
Gachibowli,Mehdipatnam,2026-02-01 14:27:01,34,104
Suryapet,JBS Secunderabad,2026-01-26 17:52:01,47,79
Mehdipatnam,JBS Secunderabad,2026-01-12 21:23:01,37,105
Warangal,Siddipet,2026-01-23 20:14:01,45,92
Gachibowli,Warangal,2026-01-02 11:59:01,36,96
Warangal,LB Nagar,2026-01-28 18:28:01,49,94
Adilabad,Hyderabad MGBS,2026-02-05 23:49:01,42,105
Siddipet,Warangal,2026-01-25 22:57:01,45,79
Adilabad,Mehdipatnam,2026-01-23 15:43:01,41,75
Suryapet,Ameerpet,2026-01-04 02:58:01,50,76
Mehdipatnam,Adilabad,2026-01-20 06:49:01,35,103
Gachibowli,Ameerpet,2026-01-05 20:35:01,37,80
LB Nagar,Ameerpet,2026-02-01 08:03:01,43,91
JBS Secunderabad,Karimnagar,2026-01-07 09:58:01,45,86
Mahabubnagar,Adilabad,2026-01-23 18:26:01,34,92
JBS Secunderabad,Medak,2026-01-01 23:26:01,50,102
Suryapet,JBS Secunderabad,2025-12-27 00:45:01,38,103
Gachibowli,Hitech City,2026-01-02 19:59:01,41,87
Gachibowli,LB Nagar,2026-02-09 11:45:01,50,91
Karimnagar,Adilabad,2026-01-23 19:09:01,46,104
Siddipet,Hitech City,2026-01-01 06:12:01,35,99
Adilabad,Gachibowli,2026-01-15 12:53:01,47,92
Warangal,Dilsukhnagar,2025-12-26 21:07:01,39,76
Siddipet,Adilabad,2026-01-10 09:52:01,46,90
Nizamabad,Nalgonda,2026-01-21 18:04:01,47,78
Karimnagar,Mahabubnagar,2026-02-06 12:46:01,40,76
Hyderabad MGBS,Suryapet,2026-01-28 09:19:01,43,88
Hitech City,Kukatpally,2026-01-06 08:02:01,35,77
Hyderabad MGBS,Gachibowli,2026-01-27 00:48:01,44,93
Warangal,Kukatpally,2026-01-30 21:30:01,40,75
Hitech City,Nizamabad,2026-02-02 18:52:01,45,91
Mehdipatnam,Nizamabad,2026-02-06 09:08:01,34,104
Khammam,Hyderabad MGBS,2026-01-10 14:13:01,35,80
Medak,Dilsukhnagar,2026-01-08 13:39:01,41,101
Uppal,Medak,2026-02-09 07:00:01,38,104
Hyderabad MGBS,Adilabad,2026-02-05 03:30:01,50,100
Nizamabad,Warangal,2025-12-30 02:42:01,42,84
Gachibowli,Uppal,2026-02-08 21:55:01,44,88
Kukatpally,Gachibowli,2025-12-31 17:27:01,40,84
Siddipet,Mahabubnagar,2026-01-02 14:08:01,45,103
Khammam,LB Nagar,2026-01-18 02:52:01,35,82
Nalgonda,Gachibowli,2026-01-02 12:19:01,40,100
Dilsukhnagar,Suryapet,2026-01-21 18:15:01,43,89
Kukatpally,Adilabad,2026-01-15 17:16:01,37,102
Mehdipatnam,Hitech City,2026-02-01 00:51:01,35,105
Karimnagar,Hyderabad MGBS,2026-01-20 18:23:01,42,85
Warangal,Nizamabad,2026-02-03 18:35:01,41,89
Kukatpally,LB Nagar,2026-02-01 16:07:01,45,95
Mahabubnagar,Gachibowli,2025-12-27 06:18:01,44,98
Siddipet,Nalgonda,2026-01-29 03:50:01,38,90
LB Nagar,Hyderabad MGBS,2026-01-27 06:30:01,39,98
Nalgonda,Kukatpally,2025-12-26 06:21:01,36,100
Gachibowli,Nalgonda,2026-01-29 04:59:01,44,76
Dilsukhnagar,Nizamabad,2026-01-25 17:40:01,45,76
Mehdipatnam,Khammam,2025-12-30 20:44:01,38,91
Warangal,Mahabubnagar,2026-01-08 01:43:01,37,105
Medak,Mahabubnagar,2026-01-28 03:28:01,46,75
Siddipet,Nalgonda,2026-01-18 14:15:01,40,105
Mahabubnagar,Uppal,2026-02-02 20:03:01,39,103
LB Nagar,Suryapet,2026-01-18 15:05:01,36,105
Gachibowli,Uppal,2026-02-10 15:41:01,46,103
Hitech City,Mahabubnagar,2026-01-20 03:02:01,48,99
Dilsukhnagar,Adilabad,2025-12-29 16:42:01,46,84
Adilabad,Kukatpally,2026-02-06 00:04:01,48,79
Ameerpet,Hyderabad MGBS,2026-01-27 08:32:01,48,82
Hyderabad MGBS,Suryapet,2026-02-07 01:53:01,46,88
JBS Secunderabad,Medak,2026-01-31 03:59:01,48,76
Mehdipatnam,Ameerpet,2026-01-28 18:45:01,42,79
Ameerpet,Uppal,2025-12-25 19:04:01,40,97
Hitech City,Mahabubnagar,2026-02-04 21:43:01,48,91
Siddipet,Nalgonda,2026-02-03 03:48:01,50,80
Mehdipatnam,Nalgonda,2026-01-17 23:06:01,40,99
LB Nagar,Adilabad,2026-02-05 11:59:01,47,77
Gachibowli,Khammam,2026-01-16 23:18:01,34,78
Karimnagar,Warangal,2026-01-23 10:18:01,35,95
Dilsukhnagar,Hitech City,2025-12-31 20:12:01,42,88
Mehdipatnam,Siddipet,2026-01-06 22:02:01,42,104
Siddipet,Mahabubnagar,2025-12-26 14:22:01,46,102
Uppal,Kukatpally,2026-01-18 15:45:01,38,76
Ameerpet,LB Nagar,2026-01-15 09:56:01,46,93
Mahabubnagar,Mehdipatnam,2026-01-05 09:02:01,38,93
Mehdipatnam,Khammam,2026-02-10 23:06:01,40,81
Siddipet,Suryapet,2026-01-11 02:02:01,35,82
Dilsukhnagar,Gachibowli,2025-12-26 01:11:01,40,83
Suryapet,Mehdipatnam,2026-02-08 00:05:01,35,89
Adilabad,Mehdipatnam,2025-12-27 17:29:01,44,86
Hitech City,Dilsukhnagar,2026-01-23 00:31:01,45,87
Adilabad,Siddipet,2025-12-26 17:52:01,38,81
Adilabad,Suryapet,2026-01-06 06:43:01,42,102
Gachibowli,Ameerpet,2026-02-06 18:35:01,49,91
Mehdipatnam,Gachibowli,2026-01-16 23:11:01,34,76
Karimnagar,Hitech City,2026-02-01 11:31:01,38,92
Hitech City,Dilsukhnagar,2026-01-10 21:06:01,45,90
Khammam,JBS Secunderabad,2026-01-04 17:11:01,36,102
Adilabad,Ameerpet,2025-12-30 01:30:01,46,79
Warangal,Khammam,2025-12-26 23:48:01,40,89
Siddipet,Khammam,2026-01-07 06:53:01,39,94
Suryapet,Karimnagar,2026-02-10 05:34:01,43,104
Siddipet,Nizamabad,2026-01-21 05:11:01,40,76
Hitech City,Uppal,2026-01-16 04:38:01,43,81
Mahabubnagar,Khammam,2026-01-20 11:26:01,40,93
Adilabad,Warangal,2025-12-31 23:12:01,42,89
JBS Secunderabad,Ameerpet,2025-12-31 22:27:01,45,93
LB Nagar,Mehdipatnam,2025-12-26 22:59:01,41,75
Khammam,Karimnagar,2026-01-02 16:01:01,40,78
Khammam,Mehdipatnam,2025-12-31 18:54:01,45,88
Kukatpally,Nizamabad,2026-01-12 12:32:01,35,92
Mahabubnagar,Kukatpally,2025-12-25 07:21:01,48,78
Gachibowli,Nalgonda,2026-02-08 09:49:01,38,81
Khammam,Nizamabad,2026-02-06 23:52:01,35,89
Ameerpet,Karimnagar,2026-01-11 08:23:01,46,102
Suryapet,Kukatpally,2026-01-16 07:34:01,34,77
Nalgonda,JBS Secunderabad,2026-01-05 18:44:01,38,99
Ameerpet,Mehdipatnam,2025-12-31 01:03:01,47,92
Hitech City,Karimnagar,2026-01-02 05:17:01,43,103
Nizamabad,Kukatpally,2026-01-07 18:14:01,40,99
Medak,Khammam,2026-01-17 21:21:01,44,83
Warangal,Kukatpally,2026-01-13 22:39:01,35,105
Siddipet,Karimnagar,2026-01-24 22:39:01,45,87
Siddipet,Mahabubnagar,2026-01-11 02:47:01,40,93
Dilsukhnagar,Medak,2026-01-23 09:59:01,49,82
JBS Secunderabad,Suryapet,2025-12-28 02:26:01,37,84
LB Nagar,Hitech City,2026-01-25 04:37:01,38,94
Gachibowli,Mahabubnagar,2026-02-10 22:31:01,42,76
Khammam,Hitech City,2026-02-02 10:45:01,43,103
JBS Secunderabad,Suryapet,2026-01-23 23:43:01,46,97
Nalgonda,Dilsukhnagar,2026-01-01 16:40:01,37,79
Adilabad,Nizamabad,2025-12-25 11:22:01,41,78
Nalgonda,Adilabad,2026-02-03 00:54:01,34,99
Karimnagar,Ameerpet,2026-02-09 08:27:01,39,99
Kukatpally,JBS Secunderabad,2026-01-09 16:25:01,34,86
Siddipet,Nizamabad,2025-12-26 03:54:01,38,97
Hyderabad MGBS,Karimnagar,2026-01-25 02:06:01,43,79
LB Nagar,Mahabubnagar,2026-02-03 11:16:01,50,75
Hyderabad MGBS,LB Nagar,2026-01-24 15:24:01,42,99
Warangal,Suryapet,2025-12-27 20:15:01,43,77
Medak,LB Nagar,2026-01-29 08:13:01,37,88
Dilsukhnagar,Hyderabad MGBS,2026-01-25 11:41:01,50,101
Nalgonda,Khammam,2026-01-02 00:45:01,42,82
Karimnagar,Ameerpet,2026-02-01 01:19:01,45,75
Suryapet,JBS Secunderabad,2026-01-26 08:27:01,43,81
Siddipet,Dilsukhnagar,2025-12-28 18:24:01,37,82
Warangal,Karimnagar,2026-02-04 16:36:01,47,97
Gachibowli,Adilabad,2026-02-06 19:20:01,48,87
Adilabad,Nalgonda,2026-01-27 21:37:01,41,75
Khammam,Adilabad,2026-02-03 02:53:01,44,98
Karimnagar,Uppal,2025-12-28 09:22:01,41,100
Nizamabad,Gachibowli,2026-01-11 22:26:01,36,77
Hyderabad MGBS,Mehdipatnam,2025-12-25 01:36:01,39,89
Nalgonda,Warangal,2026-02-07 21:18:01,37,103
Uppal,Gachibowli,2025-12-30 00:48:01,50,75
LB Nagar,Ameerpet,2026-01-16 21:16:01,43,84
Suryapet,Uppal,2026-01-06 05:44:01,47,97
Nizamabad,Adilabad,2026-01-02 21:29:01,43,93
